danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title
0.499,0.893,5,-5.803,1,0.14,0.0731,1.03E-06,0.0907,0.108,115.044,audio_features,2jUav7K1nwfKyVosT94ACA,spotify:track:2jUav7K1nwfKyVosT94ACA,https://api.spotify.com/v1/tracks/2jUav7K1nwfKyVosT94ACA,https://api.spotify.com/v1/audio-analysis/2jUav7K1nwfKyVosT94ACA,162261,4,Dark Trap,D(R)Ead,,
0.851,0.634,11,-8.672,0,0.196,0.26,0.882,0.0766,0.0399,135.017,audio_features,67lnnsYIuwF3cFmweH0DgS,spotify:track:67lnnsYIuwF3cFmweH0DgS,https://api.spotify.com/v1/tracks/67lnnsYIuwF3cFmweH0DgS,https://api.spotify.com/v1/audio-analysis/67lnnsYIuwF3cFmweH0DgS,162614,4,Dark Trap,Trench Coat,,
0.241,0.928,10,-2.018,1,0.0543,3.26E-05,0,0.612,0.403,120.229,audio_features,0l2wHmelVoDebG5b3guSp6,spotify:track:0l2wHmelVoDebG5b3guSp6,https://api.spotify.com/v1/tracks/0l2wHmelVoDebG5b3guSp6,https://api.spotify.com/v1/audio-analysis/0l2wHmelVoDebG5b3guSp6,107822,5,Dark Trap,"I've Seen Satan, He Has Dreadlocks",,
0.622,0.635,0,-6.501,0,0.0418,0.651,7.88E-06,0.119,0.602,119.922,audio_features,263xCtrMwyZsXxYcibwNEk,spotify:track:263xCtrMwyZsXxYcibwNEk,https://api.spotify.com/v1/tracks/263xCtrMwyZsXxYcibwNEk,https://api.spotify.com/v1/audio-analysis/263xCtrMwyZsXxYcibwNEk,150017,4,Dark Trap,Your Desire,,
0.745,0.703,7,-10.077,1,0.149,0.0345,2.54E-06,0.095,0.402,144.933,audio_features,1T6ahdAqK73fZ7UaN8lLMQ,spotify:track:1T6ahdAqK73fZ7UaN8lLMQ,https://api.spotify.com/v1/tracks/1T6ahdAqK73fZ7UaN8lLMQ,https://api.spotify.com/v1/audio-analysis/1T6ahdAqK73fZ7UaN8lLMQ,92690,4,Dark Trap,Byberry,,
0.855,0.659,2,-5.867,1,0.092,0.0773,0,0.0957,0.736,119.989,audio_features,15IO0wZKmtlASLBVAv2DbA,spotify:track:15IO0wZKmtlASLBVAv2DbA,https://api.spotify.com/v1/tracks/15IO0wZKmtlASLBVAv2DbA,https://api.spotify.com/v1/audio-analysis/15IO0wZKmtlASLBVAv2DbA,152000,4,Dark Trap,Benadrylled,,
0.549,0.44,4,-12.024,0,0.472,0.632,0.000779,0.0909,0.132,218.41,audio_features,5bjvEzg9fG68IRMSrkVSot,spotify:track:5bjvEzg9fG68IRMSrkVSot,https://api.spotify.com/v1/tracks/5bjvEzg9fG68IRMSrkVSot,https://api.spotify.com/v1/audio-analysis/5bjvEzg9fG68IRMSrkVSot,300831,4,Dark Trap,Dream Journal,,
0.702,0.567,11,-10.223,0,0.197,0.604,3.30E-05,0.359,0.195,120.081,audio_features,6aksxALGxEL6kOOvITALIm,spotify:track:6aksxALGxEL6kOOvITALIm,https://api.spotify.com/v1/tracks/6aksxALGxEL6kOOvITALIm,https://api.spotify.com/v1/audio-analysis/6aksxALGxEL6kOOvITALIm,195713,4,Dark Trap,Hannah Baker,,
0.53,0.732,1,-5.921,1,0.235,0.0608,7.35E-05,0.073,0.458,132.022,audio_features,5LuB8k1xvs3cWKTgg7fM6l,spotify:track:5LuB8k1xvs3cWKTgg7fM6l,https://api.spotify.com/v1/tracks/5LuB8k1xvs3cWKTgg7fM6l,https://api.spotify.com/v1/audio-analysis/5LuB8k1xvs3cWKTgg7fM6l,178182,4,Dark Trap,20k,,
0.726,0.549,7,-7.115,1,0.0925,0.00587,3.62E-05,0.345,0.0855,138.038,audio_features,34eGYn0anbn2aEgdos5IBY,spotify:track:34eGYn0anbn2aEgdos5IBY,https://api.spotify.com/v1/tracks/34eGYn0anbn2aEgdos5IBY,https://api.spotify.com/v1/audio-analysis/34eGYn0anbn2aEgdos5IBY,159468,4,Dark Trap,Whatever,,
0.708,0.423,2,-7.583,1,0.0555,0.0156,0.000113,0.136,0.0712,124.989,audio_features,5R2pG7PUaEelpscZrA814W,spotify:track:5R2pG7PUaEelpscZrA814W,https://api.spotify.com/v1/tracks/5R2pG7PUaEelpscZrA814W,https://api.spotify.com/v1/audio-analysis/5R2pG7PUaEelpscZrA814W,144960,4,Dark Trap,Nightstalker,,
0.66,0.604,0,-7,1,0.421,0.247,0.000128,0.196,0.435,155.196,audio_features,5XGeOySEuf66LxJoVqzfeW,spotify:track:5XGeOySEuf66LxJoVqzfeW,https://api.spotify.com/v1/tracks/5XGeOySEuf66LxJoVqzfeW,https://api.spotify.com/v1/audio-analysis/5XGeOySEuf66LxJoVqzfeW,114177,4,Dark Trap,Headfuck,,
0.447,0.652,1,-3.729,1,0.0315,0.0432,0.00371,0.184,0.0367,117.009,audio_features,16We63cC503m1TMVeZlrvL,spotify:track:16We63cC503m1TMVeZlrvL,https://api.spotify.com/v1/tracks/16We63cC503m1TMVeZlrvL,https://api.spotify.com/v1/audio-analysis/16We63cC503m1TMVeZlrvL,161178,3,Dark Trap,sleep at night,,
0.278,0.47,2,-15.062,1,0.0456,8.60E-05,0.00235,0.148,0.0775,137.961,audio_features,0xWggLjkf1hLZB5cZP874Q,spotify:track:0xWggLjkf1hLZB5cZP874Q,https://api.spotify.com/v1/tracks/0xWggLjkf1hLZB5cZP874Q,https://api.spotify.com/v1/audio-analysis/0xWggLjkf1hLZB5cZP874Q,202286,5,Dark Trap,Pulling Teeth,,
0.321,0.949,0,-7.297,0,0.555,0.00334,0.217,0.579,0.196,154.996,audio_features,4OcxBd349UIgErVz81V2TY,spotify:track:4OcxBd349UIgErVz81V2TY,https://api.spotify.com/v1/tracks/4OcxBd349UIgErVz81V2TY,https://api.spotify.com/v1/audio-analysis/4OcxBd349UIgErVz81V2TY,174587,4,Dark Trap,AI,,
0.542,0.923,9,-5.924,1,0.306,0.00334,0.505,0.397,0.321,149.883,audio_features,4BkM0A2FwgLB8Av8fKLMzg,spotify:track:4BkM0A2FwgLB8Av8fKLMzg,https://api.spotify.com/v1/tracks/4BkM0A2FwgLB8Av8fKLMzg,https://api.spotify.com/v1/audio-analysis/4BkM0A2FwgLB8Av8fKLMzg,113333,4,Dark Trap,Lazaretto,,
0.688,0.658,1,-4.155,1,0.0695,0.105,1.89E-06,0.335,0.28,151.23,audio_features,7pas6O1LYbaeChEFQBhPFU,spotify:track:7pas6O1LYbaeChEFQBhPFU,https://api.spotify.com/v1/tracks/7pas6O1LYbaeChEFQBhPFU,https://api.spotify.com/v1/audio-analysis/7pas6O1LYbaeChEFQBhPFU,226397,4,Dark Trap,coordinate,,
0.953,0.38,8,-4.941,1,0.261,0.00957,0,0.127,0.128,133.941,audio_features,4HfaOznGhHYWqPtpLYz2PB,spotify:track:4HfaOznGhHYWqPtpLYz2PB,https://api.spotify.com/v1/tracks/4HfaOznGhHYWqPtpLYz2PB,https://api.spotify.com/v1/audio-analysis/4HfaOznGhHYWqPtpLYz2PB,116847,4,Dark Trap,Rocket Ship,,
0.881,0.742,0,-3.736,1,0.0535,0.14,2.49E-06,0.156,0.432,116.997,audio_features,0mnVrUP1TAoO223C0N2NYI,spotify:track:0mnVrUP1TAoO223C0N2NYI,https://api.spotify.com/v1/tracks/0mnVrUP1TAoO223C0N2NYI,https://api.spotify.com/v1/audio-analysis/0mnVrUP1TAoO223C0N2NYI,184782,4,Dark Trap,Trap (feat. Lil Baby),,
0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,audio_features,78QR3Wp35dqAhFEc2qAGjE,spotify:track:78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,145543,4,Dark Trap,Drip Too Hard (Lil Baby & Gunna),,
0.705,0.619,1,-5.862,1,0.085,0.143,0,0.176,0.465,146.027,audio_features,4mIXmsA9lwT7sk8rkrnEFE,spotify:track:4mIXmsA9lwT7sk8rkrnEFE,https://api.spotify.com/v1/tracks/4mIXmsA9lwT7sk8rkrnEFE,https://api.spotify.com/v1/audio-analysis/4mIXmsA9lwT7sk8rkrnEFE,237240,4,Dark Trap,Snow Globe (feat. NAV) - Remix,,
0.782,0.449,11,-10.708,0,0.364,0.268,4.11E-05,0.111,0.34,116.056,audio_features,5J7oY1Dn3fME9mUEsZtGvd,spotify:track:5J7oY1Dn3fME9mUEsZtGvd,https://api.spotify.com/v1/tracks/5J7oY1Dn3fME9mUEsZtGvd,https://api.spotify.com/v1/audio-analysis/5J7oY1Dn3fME9mUEsZtGvd,120000,4,Dark Trap,1000,,
0.643,0.82,11,-6.281,1,0.174,0.186,9.47E-06,0.101,0.266,153.102,audio_features,6Shhh5DVoTBp9KWV1hsba2,spotify:track:6Shhh5DVoTBp9KWV1hsba2,https://api.spotify.com/v1/tracks/6Shhh5DVoTBp9KWV1hsba2,https://api.spotify.com/v1/audio-analysis/6Shhh5DVoTBp9KWV1hsba2,163149,4,Dark Trap,Henny,,
0.73,0.581,6,-5.833,0,0.0828,0.0295,1.30E-05,0.106,0.359,137.98,audio_features,2ZN1EnypRwsD38EoFRwmu9,spotify:track:2ZN1EnypRwsD38EoFRwmu9,https://api.spotify.com/v1/tracks/2ZN1EnypRwsD38EoFRwmu9,https://api.spotify.com/v1/audio-analysis/2ZN1EnypRwsD38EoFRwmu9,180867,4,Dark Trap,Droptop in the Rain (feat. Tory Lanez),,
0.648,0.543,4,-9.082,0,0.213,0.126,0,0.101,0.192,159.927,audio_features,65xzgxTCk4JcmhcHXtt7oL,spotify:track:65xzgxTCk4JcmhcHXtt7oL,https://api.spotify.com/v1/tracks/65xzgxTCk4JcmhcHXtt7oL,https://api.spotify.com/v1/audio-analysis/65xzgxTCk4JcmhcHXtt7oL,216008,4,Dark Trap,Flexin,,
0.481,0.604,5,-6.299,0,0.377,0.149,0,0.162,0.257,160.078,audio_features,3x5F5wMcutQ4Fluez44tZm,spotify:track:3x5F5wMcutQ4Fluez44tZm,https://api.spotify.com/v1/tracks/3x5F5wMcutQ4Fluez44tZm,https://api.spotify.com/v1/audio-analysis/3x5F5wMcutQ4Fluez44tZm,182959,4,Dark Trap,HOOD,,
0.738,0.581,3,-6.776,0,0.217,0.28,0,0.101,0.635,157.967,audio_features,1CJzOLz3J4zhXSj3MFOmD5,spotify:track:1CJzOLz3J4zhXSj3MFOmD5,https://api.spotify.com/v1/tracks/1CJzOLz3J4zhXSj3MFOmD5,https://api.spotify.com/v1/audio-analysis/1CJzOLz3J4zhXSj3MFOmD5,243050,4,Dark Trap,For My Bros,,
0.84,0.539,7,-6.146,1,0.0965,0.0423,1.34E-06,0.124,0.07,140.016,audio_features,20BSdaBpIUvUv6PUvqJN8l,spotify:track:20BSdaBpIUvUv6PUvqJN8l,https://api.spotify.com/v1/tracks/20BSdaBpIUvUv6PUvqJN8l,https://api.spotify.com/v1/audio-analysis/20BSdaBpIUvUv6PUvqJN8l,219429,4,Dark Trap,Dope Game,,
0.936,0.704,5,-5.47,0,0.457,0.0632,0,0.104,0.566,130.022,audio_features,1ttPzkTSpQUFcEGx8bjerL,spotify:track:1ttPzkTSpQUFcEGx8bjerL,https://api.spotify.com/v1/tracks/1ttPzkTSpQUFcEGx8bjerL,https://api.spotify.com/v1/audio-analysis/1ttPzkTSpQUFcEGx8bjerL,214376,4,Dark Trap,Every Season,,
0.908,0.499,6,-7.793,0,0.642,0.267,0,0.078,0.114,132.968,audio_features,2H5CLUmtvo2VHEeWzMtUqW,spotify:track:2H5CLUmtvo2VHEeWzMtUqW,https://api.spotify.com/v1/tracks/2H5CLUmtvo2VHEeWzMtUqW,https://api.spotify.com/v1/audio-analysis/2H5CLUmtvo2VHEeWzMtUqW,278760,4,Dark Trap,LOST (feat. Kid Cudi),,
0.925,0.628,6,-7.587,1,0.131,0.0604,0,0.358,0.81,120.021,audio_features,2FTOLKjQUswhpdMFq15Raf,spotify:track:2FTOLKjQUswhpdMFq15Raf,https://api.spotify.com/v1/tracks/2FTOLKjQUswhpdMFq15Raf,https://api.spotify.com/v1/audio-analysis/2FTOLKjQUswhpdMFq15Raf,222533,4,Dark Trap,SPEEDBOAT,,
0.906,0.444,4,-8.692,0,0.384,0.136,6.44E-05,0.173,0.678,140.063,audio_features,4gmmRb6bZJffOOiww1JGTO,spotify:track:4gmmRb6bZJffOOiww1JGTO,https://api.spotify.com/v1/tracks/4gmmRb6bZJffOOiww1JGTO,https://api.spotify.com/v1/audio-analysis/4gmmRb6bZJffOOiww1JGTO,235040,4,Dark Trap,No Heart,,
